ID;text;rating;kategoria_benchmark;uzasadnienie;manual_weryfikacja;sentyment;total_tokens
44;"Szczerze mówiąc bardzo się zawiodłam, pieniądze wyrzucone w błoto ponieważ to co dostałam widocznie odbiega od opisu produktu..  W opisie było napisane że szkło jest idealnie dopasowane do ekranu co nie jest prawdą ponieważ szkło jest za małe i brzegi wyswietlacza (około 2mm) nie są chronione przez co są narażone na stłuczenie.. Kolejną sprawą jest to że brzegi ""tego szkła"" nie dolegają wystarczająco przez co dostają od telefonu.. Montaż tez nie przebiegł bezawaryjnie ponieważ szkło po dokładnym oczyszczeniu wyswietlacza szmatkami z zestawu było pomazane więc trzeba było ponownie wyczyścić ekran szmatką z mikrofibry.  Mimo wszystko były trudności z przyklejeniem ponieważ szkło odklejalo się razem z naklejka która miała za zadanie usunięcie warstwy ochronnej ze szkła.. Kolejną sprawą było to że po przyklejeniu między ekranem a szkłem widoczny jest w kilku miejscach klej co psuje efekt wizualny.. W opisie było zadeklarowane że w zestawie będzie się znajdowała szmatką z mikrofibry której nie było... Podsumowujac ""szkło"" nie zasługuje nawet na jedną gwiazdkę, jestem bardzo zawiedziona  produktem oraz zmuszona do zakupu innego szkła ochronnego...  Nie polecam! ";1;Kompatybilność i montaż;Głównym powodem negatywnej opinii jest niedopasowanie rozmiaru szkła do ekranu telefonu oraz liczne problemy z procesem jego montażu.;;negatywny;1966
45;Tablet nie warty tych pieniędzy. Bateria krótko  trzyma, tablet się zawiesza, czasami trzeba czekać po 10 min zanim jakaś aplikacja się otworzy, bywa tak że się zawiesza i nie można nic zrobić aż do rozładowania baterii. Korzysta z niego moje dziecko, natomiast gdybym ja miał go używać to po jednym dniu wyleciałby przez okno. Zdecydowanie nie polecam zakupu;1;Niska wydajność w praktyce;Głównym powodem negatywnej opinii jest bardzo wolne działanie urządzenia, częste zawieszanie się systemu oraz krótki czas pracy baterii.;;negatywny;1532
46;Nie wiem z czego jest wykonane to etui, ale ze szkłem 9h ma to mało wspólnego. Po kilku dniach już było bardzo porysowane, a nie noszę telefonu z kluczami czy innymi tego typu przedmiotami. Natomiast po mniej więcej dwóch tygodniach musiałem je wyrzucić, bo pojawiło się pęknięcie jak po upadku na beton, a telefon nie upadł ani razu. Podsumowując - tandeta, nie polecam.;1;Słabe materiały i usterki;Głównym powodem opinii jest fizyczne uszkodzenie produktu, takie jak rysy i pęknięcia, wynikające z niskiej jakości materiałów.;;negatywny;1391
47;niestety, mimo tego ze jest napisane ze zdjęcia maja charakter poglądowy, to szkło nie jest nawet podobne do tego przedstawionego na stronie. Nie ma wycięcia w miejscu aparatu, a tylko nie ma tam czarnej ramki. Sama czarna ramka jest bardzo gruba, znacznie grubsza niż na zdjęciach poglądowych, i zasłania sporą część ekranu, z każdej strony, mimo że model się zgadza. Beznadzieja.;1;Kompatybilność i montaż;Szkło posiada zbyt szerokie ramki zasłaniające ekran oraz brak odpowiedniego wycięcia na aparat, co uniemożliwia prawidłowe dopasowanie do telefonu.;;negatywny;1623
48;Generalnie? - słabo to lekkie słowo. Telefonu nie udało mi się włożyć do środka, całość jest twarda jak stop żelaza, rama to najtańszy plastik, pewnie z przetopionych butelek czy innego szmelcu, w każdym razie skoro telefonu nie da się nawet w to etui włożyć bez jego uszkodzenia albo uszkodzenia etui to jaki z niego pożytek? Odradzam wkładania choćby 50 groszy w ten szajs.;1;Kompatybilność i montaż;Głównym problemem jest brak możliwości włożenia telefonu do etui, co uniemożliwia jego podstawowe użytkowanie.;;negatywny;1474
49;"Nie dajcie sie Panstwo zwiesc napisowi ""HD"" na urzadzeniu, bo to nagrywa obraz w w jakosci SD (640x480) i do tego ma spore problemy ze stabilnoscia utrzymywania regularnej, zadanej ilosci FPS. Opis urzadzenia jest OK i nigdzie nie wspomina, ze wspiera ono chociazby 720p, ale oszczedzcie sobie problemow i zamowcie grabber, ktory wspiera 1080p. Takowe kosztuja przynajmniej 350 PLN i zwyczjnie nie da sie tego problemu rozwiazac taniej.";1;Zawyżone parametry i podróbki;Głównym powodem opinii jest rozbieżność między fizycznym oznaczeniem 'HD' na urządzeniu a jego faktyczną, niższą rozdzielczością pracy (SD).;;negatywny;1607
50;Mimo opisu potwierdzającego na jakich urządzeniach działa, produkt nie działa prawidłowo na IPAD 2 . Można tylko zdjęcia obejrzeć natomiast aplikacje filmowe nie działają. Mam Netflikxa i HBO GO i niestety mogę tylko posłuchać głosu. Nie polecam.  Podobny ma syn i na jego kabelkach wszystko chodzi. Czyli podróbka nie udana!;1;Zawyżone parametry i podróbki;Klient wprost identyfikuje produkt jako nieudaną podróbkę ze względu na brak kluczowych funkcjonalności (obsługa wideo w aplikacjach streamingowych) dostępnych w oryginalnym sprzęcie.;;negatywny;2359
51;Wiem że za kilka złotych,nie można mieć nie wiadomo jak dobrego śrubokręta. Jednak takie badziewie pierwszy raz wpadło mi w ręce. Są to śrubokręty do wkręcania naprawdę małych śrubek,ale powinny być przynajmniej twarde,te zginały się pod naciskiem. Kciukiem można to zgiąć. Zazwyczaj zdarza się,że uszkadza się nacięcia w śrubkach śrubokrętem,przy tych śrubokrętach nastąpiła odwrotna sytuacja-śrubki zaczęły uszkadzać końcówkę śrubokręta.  Rozumiem że śrubokręty dedykowane do nintendo to produkt egzotyczny z powodu nietypowych śrubek,ale oferowanie badziewia jest złe. Lepiej było by gdyby TO nigdy nie pojawiło się w ofercie żadnej ofercie.;1;Słabe materiały i usterki;Głównym powodem krytyki jest skrajnie niska jakość materiałów, która powoduje wyginanie się i fizyczne niszczenie narzędzia pod wpływem nacisku.;;negatywny;1728
52;DRAMAT - nie kupujcie. Jedyna zaleta - fajnie wygląda. Na tym kończą się zalety. Zegarek pomimo zapewnień w opisie HACZY O KAŻDĄ RZECZ - PODCZAS WKŁADANIA, ZDEJMOWANIA, NOSZENIA. Dodatkowo wyciera się farba z tej czarnej bransolety :D Dodatkowo, produkt słabo wpina się w mocowanie zegarka i często zdarza się wypinać. Nie kupować. ;1;Kompatybilność i montaż;Głównym powodem negatywnej opinii jest wadliwa konstrukcja powodująca zahaczanie o przedmioty oraz niestabilne mocowanie, przez które produkt wypina się z zegarka.;;negatywny;1996
53;Nie wiem o co chodzi z tym szkłem ale powstały samoistne peknięcia na środku, które się powiększały i powiększały w stronę krawędzi szkła - jakby nie wytrzymywało naprężeń dużej powierzchni a obchodzę się z nim jak z jajkiem. Nawet noszę w oddzielnej kieszeni torby telefon, żeby go nie narażać - a tu taka niemiła niespodzianka :( NIE POLECAM!;1;Słabe materiały i usterki;Klient opisuje fizyczne uszkodzenie produktu w postaci samoistnych pęknięć, co jednoznacznie wskazuje na wadę materiałową lub niską trwałość tworzywa.;;negatywny;1580
54;Radio zakupione w październiku odesłane bo nie działa pierwszy raz w listopadzie drugi raz w grudniu do dziś zero kontaktu w styczniu Pan mi napisał że odesłał do naprawy i 21 dni trzeba czekać chociaż proszę o zwrot gotówki bo zakupiłam inne radio. Od 2 tygodni wysyłam wiadomości i cisza echo katastrofa brak numeru telefonu ;1;Obsługa klienta;Głównym powodem napisania opinii jest brak kontaktu ze sprzedawcą, ignorowanie wiadomości oraz problemy z uzyskaniem zwrotu pieniędzy po nieskutecznych naprawach.;;negatywny;1442
55;Tragedia. Rozumiem, że za 40 zł nie można oczekiwać cudów i rewelacyjnej jakości. Rozumiem, że pięć metrów od nadajnika i za ścianą zakłócenia uniemożliwiają odbiór. Ale to, że dwa i pół metra od nadajnika, bez żadnych przeszkód pomiędzy w ciągu 20 minut cztery razy zrywa połączenie i trzeba kombinować, żeby znów się połączyć jest nie do przyjęcia. Szkoda pieniędzy.;1;Niska wydajność w praktyce;Klient skarży się na niestabilne działanie i częste zrywanie połączenia bez wyraźnej przeszkody, co wskazuje na wadliwą wydajność urządzenia.;;negatywny;1375
56;"Nie kupować na necie znajdziecie po angielsku recenzje tej ładowarki. U mnie po podłączeniu jednego telefonu na QC i drugiego normalnie spaliła się. Dobrze, że byłem w pobliżu i pobiegłem wyciągnąć z gniazdka. Z ciepła rozerwało układ na płytce wskazany we wspomnianej recenzji. Dodatkowo mierzyłem prąd ładowania na nowym kabelku od tego usera oraz na fajnych sprawdzonych kablach, miernikiem od tego usera. Maksymalnie wydusiłem z niej 1A. ""ar-qc 03 review"" pierwszy link w google.";1;Słabe materiały i usterki;Głównym powodem opinii jest fizyczne uszkodzenie i niebezpieczna awaria urządzenia polegająca na spaleniu i rozerwaniu układu scalonego.;;negatywny;1420
57;Jakośc produktu bardzo słaba, szkło hmm no właśnie czy to szkło czy plastik nie wiem. Przyklejone wg instrukcji z oczyszczeniem szkła tel i wytarciem przy pierwszym upadku sie odkleja i do wywalenia :( Jedynie czarno złota kolorystyka jest ładna. Róż i złote to chyba daltonista opisywał bo ze złotym to chyba tylko te plastikowe oprawki maja coś wspólmego. Kopiłem 3szt i wsszystkie po tyg, trafiły na śmietnik. Kontakt w sprawie fv zerowy! Brak dowodu zakupu!;1;Słabe materiały i usterki;Główną osnową skargi jest fatalna jakość fizyczna produktu oraz wątpliwości co do zastosowanych materiałów, co skutkowało szybkim zniszczeniem wszystkich zakupionych sztuk.;;negatywny;1591
58;"Szkło przyszło popękane. Zasady reklamacji conajmniej niejasne co zakupy_do_ciebie wykorzystuje na swoją korzyść. Warunkiem wymiany uszkodzonego z winy firmy handlowej sprzętu jest ponowna zapłata za nadanie paczki i odesłanie na własny koszt do siedziby firmy, co jest niezgodne z zasadami reklamacji. W ten sposób zakupy_do_ciebie posiadając uszkodzone szkło z reklamacji może je wysłać do kolejnego klienta, następnie odmawiając uznania reklamacji twierdząc, że jest to ""uszkodzenie mechaniczne"". NIE POLECAM ani sprzętu ani zakupy_do_ciebie, który jest nierzetelny. Powyższe praktyki nie świadczą o jego oczciwości. ";1;Obsługa klienta;Główną częścią opinii jest szczegółowy opis nieprawidłowości w procesie reklamacyjnym i utrudnień przy zwrocie wadliwego towaru.;;negatywny;1549
59;filtry KIEPSKIEJ jakości bardzo szybko czajnik mi zaczął zachodzić kamieniem już po ok 2 tygodniach od wymiany filtra w dzbanku, do tego nie podoba mi się słaba przepustowość wody!! długo się czeka nim dzbanek się napełni , po trzecie filtr przepuszcza wodę tylko do momentu kontaktu z wodą tj. 1/2 pojemności dzbanka;1;Niska wydajność w praktyce;Klient wskazuje na niską skuteczność filtracji kamienia oraz problemy z przepustowością i efektywnością działania produktu.;;negatywny;1486
60;"szkło nie pasuje do ekranu. pasek na szkle zasłania ok 2 mm ekranu na dole i 1mm na górze. rantów nie chroni wcale. jedno szkło zniszczyłem dopasowując na siłę czarną ramkę, drugie po odklejeniu od ochronnej transportowej folii przeniosło jakiś kartonowy ścinek na ekran, usuwanie ścinka przez odklejenie szkła spowodowało oczywiście powstanie pęcherzy powietrza. telefon za 2 tysiące wygląda jak tani badziew. nie polecam. kupiłem 2 żeby mieć na zapas, teraz musze kupić u konkurencji, bo 2 trzeba zużyć, żeby ""jako tako"" pasowało. p.s paczka dotarła do mnie 14 dni po zakupie. nie wiem czy wina nadawcy czy poczty.  ";1;Kompatybilność i montaż;Głównym problemem opisanym w recenzji jest fizyczne niedopasowanie wymiarów szkła do ekranu telefonu oraz trudności z jego poprawnym montażem.;;negatywny;1540
61;"Słuchawki w opisie są jako Xiaomi Readmi Airdots są wysłane ""Xiaomi eatbuds"" w rzeczywistości są to podróby których nikomu nie polecam. sprzedawca twierdzi że jest oficjalnym dystrybutorem Xiaomi lecz zapewniam że Xiaomi jak i Readmi mają dużo lepszą jakość wykonania grania spasowania elemetow.  NIE POLECAM SPRZEDAWCY gdyż po pierwsze po otwarciu sporu próbował mnie przekonać mówić że są to oryginały przeznaczone na nasz rynek a te o których pisze ja  (xiaomi earbuds które są tylko w wersji białej)  na rynek chiński.";1;Zawyżone parametry i podróbki;Klient jednoznacznie wskazuje na otrzymanie podróbek produktu oraz niezgodność towaru z marką i opisem widniejącym w ofercie.;;negatywny;1504
62;Gdyby się dało, dałabym ujemne gwiazdki. Te etui to jakiś koszmar każdego posiadacza telefonu. Nie mają wycięć (!!!!!!!!) ani na kamerkę, ani na aparat ani na czytnik linii papilarnych! Sposób mocowania to kawałek taśmy z klejem. Miały być dedykowane do konkretnego modelu telefonu a były co najmniej o trzy milimetry za duże. Jakość wykonania porażająco zła, cena jak za taki bubel szokująco wysoka. Odesłałam je natychmiast po otrzymaniu. ;1;Kompatybilność i montaż;Produkt jest całkowicie niedostosowany do dedykowanego modelu telefonu ze względu na brak wycięć funkcjonalnych oraz niewłaściwy rozmiar.;;negatywny;1624
63;Czarna ramka na krawędziach szkła znacznie zawęża ekran - patrząc z boku na telefon widać linie ekranu krawędziowego, dość sporą. Dodatkowo szkło jest klejone jedynie po obwodzie i z tego względu jego środek nie jest w bezpośrednim kontakcie z ekranem, czego konsekwencją jest dość ograniczona reakcja na dotyk (konieczne jest zwiększenie czułości). W kontakcie z pokrowcem szkło najzwyczajniej się wybrzusza - na ten moment mam pod spodem pełno kurzu z jednej strony. Zdecydowanie nie polecam. ;1;Kompatybilność i montaż;Klient wskazuje na złe dopasowanie wymiarów szkła do ekranu oraz brak kompatybilności produktu z etui ochronnym.;;negatywny;2479
64; Telefon to istna porażka. Traci zasięg nie da się korzystać z aplikacji do biegania. Ze starym telefonem w kieszeni jednocześnie było wszystko ok. Aparat to jakaś kpina te 64 mp można sobie wsadzić. potężny ekran a ikona baterii powiadomień prawie niewidoczne. Jeszcze sporo niedociągnięc, ale nie chce mi się już nerwów tracić na opisywanie wszystkiego. Po prosty telefon mało intuicyjny. Mój stary lg g4 bije go na głowę pod każdym względem. Nie polecam.;1;Niska wydajność w praktyce;Klient skarży się na liczne wady funkcjonalne urządzenia, takie jak problemy z zasięgiem, słabą jakość aparatu oraz nieintuicyjny interfejs.;;negatywny;1478
65;"Dla zainteresowanych jest to karta ""realtek 8811cu wireless lan 802.11ac usb nic"" od firmya Kebidu, znajdziemy taką na Ali za 20zł, ktoś specjalnie nie podał nazwy firmy. Kartę dostajemy, bez opakowania  i żadnej płyty, w zwykłej kopercie, nie mam pewności czy jest nowa. Po 5min karta jest gorąca jak piekarnik... nie polecam kupować tej karty, Specjalnie zatajono informacje o produkcie.";1;Zawyżone parametry i podróbki;Klient zarzuca sprzedawcy celowe zatajenie marki oraz pochodzenie produktu z tanich serwisów aukcyjnych, co sugeruje brak oryginalności i autentyczności towaru.;;negatywny;1963
66;szkło za dużo odsłania, krawędzie są ostre i nieprzyjemne w dotyku, przeszkadzają w korzystaniu z ekranu przy brzegach i są denerwujące podczas oglądania filmów. etui jest źle dopasowane, musiałem poszerzyć z jednej strony dziurę na gniazdo microUSB ponieważ nie była symetryczna i z jednej strony etui podchodziło pod wtyk uniemożliwiając ładowanie telefonu. Do tego na pleckach jest dziwna nierówność, która wygląda jakby ktoś to etui oblał tworzywem z którego jest wykonane.;1;Kompatybilność i montaż;Głównym problemem jest niedopasowanie wymiarów szkła oraz błędy konstrukcyjne etui uniemożliwiające swobodne podłączenie ładowarki.;;negatywny;1767
